epoch,train_loss
1,177.46004884634445
2,124.89260891912335
3,109.00540774412501
4,101.64042585490863
5,97.5276042230602
6,94.27350962949969
7,91.70417432642695
8,89.96794022680092
9,88.56383577847024
10,87.44319282970957
11,86.27786780318726
12,85.37441032425936
13,84.55363384645376
14,83.93792459451313
15,83.36555105180882
16,82.88169841319005
17,82.40696820419734
18,81.96162046908316
19,81.61917555103425
20,81.30698137751013
