epoch,train_loss
1,10.338203179556677
2,9.205680852759876
3,8.96299550324869
4,8.941485136556727
5,8.753388302158445
6,8.849982672917054
7,8.741482781957208
8,8.7659306640564
9,8.739603771583866
10,8.744700718027696
11,8.799863630266332
12,8.761615009196023
13,8.79135815116134
14,8.704831336861226
15,8.761748101411344
16,8.667599391073052
17,8.767756926733801
18,8.661205574393527
19,8.645359780488493
20,8.729707264442688
21,8.727088571103144
22,8.671474442553164
23,8.663291969278982
24,8.71196455436983
25,8.639810443178677
26,8.612094841023753
27,8.692898193656255
28,8.75506441094982
29,8.66969996068015
30,8.605390618604892
31,8.64853802520329
32,8.664331512410504
33,8.596956010057982
34,8.622806782407293
35,8.680820825511713
36,8.6565164945273
37,8.629328350522625
38,8.560024985372385
39,8.616166465063847
40,8.660589737678642
41,8.69532541476333
42,8.632336790373584
43,8.637170285304219
44,8.681805870426235
45,8.64500447681972
46,8.582938432185125
47,8.611910630899198
48,8.68423817762688
49,8.626757883568054
50,8.610080595463833
51,8.664544086974821
52,8.660211785261565
53,8.667742495851984
54,8.667880587486316
55,8.63216132243305
56,8.578232029099453
57,8.644800398649691
58,8.635937771054982
59,8.709058022956604
60,8.656301623976816
61,8.60173340341938
62,8.620998137032808
63,8.605277191855507
64,8.542966785715587
65,8.655574185507637
66,8.635715311270024
67,8.652001611205307
68,8.657886692710015
69,8.62090060222886
70,8.643831452326989
71,8.64453814329623
72,8.608312131499432
73,8.542221539056124
74,8.72070713948085
75,8.71815550962745
76,8.629615730314113
77,8.565074155071397
78,8.623547927148815
79,8.610211115147768
80,8.580296637915344
81,8.65502476438022
82,8.662817285004964
83,8.679962399671835
84,8.577836495726856
85,8.62640455536751
86,8.640577429647385
87,8.694549012539992
88,8.708087604437301
89,8.604901820611852
90,8.612552150226097
91,8.702949601704123
92,8.609565061801025
93,8.649860895010454
94,8.53652089541909
95,8.59735237662472
96,8.675795634418154
97,8.685799358750202
98,8.608718656273538
99,8.716336798820414
100,8.682348274218757
