epoch,train_loss
1,3.6229394795035503
2,3.0294999475163946
3,2.7819695928966057
4,2.6313584917135584
5,2.494353310258658
6,2.4815105521348495
7,2.401089616612331
8,2.411015459342298
9,2.3877888312344866
10,2.357376796159663
11,2.366558452023626
12,2.3379259819923432
13,2.35623878380383
14,2.2997909627997797
15,2.3101813404926106
16,2.2825334325019737
17,2.2992456952519
18,2.273716579749386
19,2.2505533948127647
20,2.255746728385181
21,2.2815811993089565
22,2.253383286472068
23,2.244860056239659
24,2.24673307952342
25,2.217482062227436
26,2.2101639643915174
27,2.2458201959443245
28,2.248757236547816
29,2.220743026433469
30,2.2105853528356247
31,2.208889380065617
32,2.2065042891482047
33,2.1845837476919456
34,2.195117144442316
35,2.185583240060664
36,2.18756153919041
37,2.1672120851748535
38,2.150370936086183
39,2.1578845455448254
40,2.1827412936479043
41,2.190216232845778
42,2.1859499280895
43,2.166518077794423
44,2.1685821569042165
45,2.16558983203953
46,2.1495567282506904
47,2.154504851872987
48,2.189248661051935
49,2.161686528529694
50,2.1400198909773755
51,2.160952035297971
52,2.1721652727772685
53,2.1786430308432467
54,2.167964278253665
55,2.150889425198915
56,2.1533178326163465
57,2.162906364400758
58,2.164800820193057
59,2.173405710123241
60,2.1417547101532217
61,2.150439587038463
62,2.156416087453045
63,2.1383808987227075
64,2.1196263923065493
65,2.1611233431774415
66,2.130949607345341
67,2.1562500961426734
68,2.161673537640175
69,2.1400175838709385
70,2.1594772758895653
71,2.1510708229119846
72,2.1266118877732167
73,2.116188739217929
74,2.16341330431926
75,2.1628785531785186
76,2.131680994526918
77,2.114984850131118
78,2.130644087153457
79,2.1271615731817826
80,2.1270310981695584
81,2.1279098751194185
82,2.148674242659164
83,2.152793933778429
84,2.1069173258759064
85,2.1470596290854758
86,2.1480263373745023
87,2.1486877142620493
88,2.147953126412719
89,2.1438959107470157
90,2.1222419689840346
91,2.152978211196501
92,2.1258490206336162
93,2.118710711693713
94,2.0948275374069905
95,2.114044911571657
96,2.1273403960123245
97,2.1414219660164195
98,2.1148336202478104
99,2.1566273685076087
100,2.135477522225268
